iso,id,year,GDP ($ billion),GG debt (% of GDP),GG debt ($ billion)
AFG,AFG2000,2000,..,..,..
AFG,AFG2001,2001,..,..,..
AFG,AFG2002,2002,4.367,345.977,15.11
AFG,AFG2003,2003,4.553,270.602,12.32
AFG,AFG2004,2004,5.146,244.967,12.61
AFG,AFG2005,2005,6.167,206.356,12.73
AFG,AFG2006,2006,6.925,22.985,1.59
AFG,AFG2007,2007,8.556,20.137,1.72
AFG,AFG2008,2008,10.297,19.057,1.96
AFG,AFG2009,2009,12.066,16.247,1.96
AFG,AFG2010,2010,15.325,7.697,1.18
AFG,AFG2011,2011,17.89,7.501,1.34
AFG,AFG2012,2012,20.293,6.759,1.37
AFG,AFG2013,2013,20.17,6.904,1.39
AFG,AFG2014,2014,20.616,8.7,1.79
AFG,AFG2015,2015,20.057,9.154,1.84
AFG,AFG2016,2016,18.02,8.437,1.52
AFG,AFG2017,2017,18.883,7.998,1.51
AFG,AFG2018,2018,18.401,7.384,1.36
AFG,AFG2019,2019,18.876,6.13,1.16
AFG,AFG2020,2020,20.136,7.397,1.49
AFG,AFG2021,2021,14.941,..,..
AFG,AFG2022,2022,..,..,..
AFG,AFG2023,2023,..,..,..
AFG,AFG2024,2024,..,..,..
AFG,AFG2025,2025,..,..,..
AFG,AFG2026,2026,..,..,..
AFG,AFG2027,2027,..,..,..
AFG,AFG2028,2028,..,..,..
ALB,ALB2000,2000,3.483,63.769,2.22
ALB,ALB2001,2001,3.928,60.613,2.38
ALB,ALB2002,2002,4.348,64.097,2.79
ALB,ALB2003,2003,5.611,60.245,3.38
ALB,ALB2004,2004,7.185,57.474,4.13
ALB,ALB2005,2005,8.052,58.203,4.69
ALB,ALB2006,2006,8.896,56.688,5.04
ALB,ALB2007,2007,10.677,53.55,5.72
ALB,ALB2008,2008,12.881,55.14,7.10
ALB,ALB2009,2009,12.044,59.666,7.19
ALB,ALB2010,2010,11.937,57.72,6.89
ALB,ALB2011,2011,12.899,59.413,7.66
ALB,ALB2012,2012,12.324,62.144,7.66
ALB,ALB2013,2013,12.784,70.391,9.00
ALB,ALB2014,2014,13.246,71.992,9.54
ALB,ALB2015,2015,11.389,73.716,8.40
ALB,ALB2016,2016,11.862,73.324,8.70
ALB,ALB2017,2017,13.053,71.895,9.38
ALB,ALB2018,2018,15.157,69.472,10.53
ALB,ALB2019,2019,15.399,67.368,10.37
ALB,ALB2020,2020,15.192,75.772,11.51
ALB,ALB2021,2021,17.984,75.218,13.53
ALB,ALB2022,2022,19.083,65.547,12.51
ALB,ALB2023,2023,23.032,62.94,14.50
ALB,ALB2024,2024,25.297,64.181,16.24
ALB,ALB2025,2025,26.361,59.689,15.73
ALB,ALB2026,2026,27.795,60.293,16.76
ALB,ALB2027,2027,29.532,58.819,17.37
ALB,ALB2028,2028,31.436,58.22,18.30
DZA,DZA2000,2000,54.749,57.96,31.73
DZA,DZA2001,2001,54.745,54.267,29.71
DZA,DZA2002,2002,56.761,51.276,29.10
DZA,DZA2003,2003,67.864,41.389,28.09
DZA,DZA2004,2004,85.332,35.211,30.05
DZA,DZA2005,2005,103.198,26.311,27.15
DZA,DZA2006,2006,117.027,23.636,27.66
DZA,DZA2007,2007,134.977,13.506,18.23
DZA,DZA2008,2008,171.001,8.056,13.78
DZA,DZA2009,2009,137.211,9.775,13.41
DZA,DZA2010,2010,161.207,10.492,16.91
DZA,DZA2011,2011,200.02,9.254,18.51
DZA,DZA2012,2012,209.059,9.326,19.50
DZA,DZA2013,2013,209.755,7.094,14.88
DZA,DZA2014,2014,213.81,7.658,16.37
DZA,DZA2015,2015,165.979,8.733,14.49
DZA,DZA2016,2016,160.034,20.438,32.71
DZA,DZA2017,2017,167.498,27.242,45.63
DZA,DZA2018,2018,174.868,38.366,67.09
DZA,DZA2019,2019,171.673,46.046,79.05
DZA,DZA2020,2020,145.656,52.009,75.75
DZA,DZA2021,2021,163.138,62.822,102.49
DZA,DZA2022,2022,195.06,55.621,108.49
DZA,DZA2023,2023,224.107,55.119,123.53
DZA,DZA2024,2024,239.209,58.751,140.54
DZA,DZA2025,2025,247.742,63.929,158.38
DZA,DZA2026,2026,255.315,68.135,173.96
DZA,DZA2027,2027,259.347,72.166,187.16
DZA,DZA2028,2028,262.804,75.815,199.24
AND,AND2000,2000,1.429,..,..
AND,AND2001,2001,1.547,15.774,0.24
AND,AND2002,2002,1.758,15.266,0.27
AND,AND2003,2003,2.362,15.163,0.36
AND,AND2004,2004,2.896,15.105,0.44
AND,AND2005,2005,3.158,14.76,0.47
AND,AND2006,2006,3.456,17.165,0.59
AND,AND2007,2007,3.952,20.872,0.82
AND,AND2008,2008,4.082,27.749,1.13
AND,AND2009,2009,3.675,33.512,1.23
AND,AND2010,2010,3.446,35.02,1.21
AND,AND2011,2011,3.625,36.493,1.32
AND,AND2012,2012,3.189,41.532,1.32
AND,AND2013,2013,3.193,42.533,1.36
AND,AND2014,2014,3.267,42.025,1.37
AND,AND2015,2015,2.789,40.955,1.14
AND,AND2016,2016,2.895,39.773,1.15
AND,AND2017,2017,2.993,37.854,1.13
AND,AND2018,2018,3.217,36.344,1.17
AND,AND2019,2019,3.155,35.365,1.12
AND,AND2020,2020,2.885,46.353,1.34
AND,AND2021,2021,3.325,48.614,1.62
AND,AND2022,2022,3.352,39.369,1.32
AND,AND2023,2023,3.692,37.742,1.39
AND,AND2024,2024,3.919,35.703,1.40
AND,AND2025,2025,4.07,34.449,1.40
AND,AND2026,2026,4.205,33.355,1.40
AND,AND2027,2027,4.329,32.255,1.40
AND,AND2028,2028,4.461,31.147,1.39
AGO,AGO2000,2000,11.166,133.914,14.95
AGO,AGO2001,2001,10.93,113.505,12.41
AGO,AGO2002,2002,15.286,73.736,11.27
AGO,AGO2003,2003,17.813,57.968,10.33
AGO,AGO2004,2004,23.552,47.717,11.24
AGO,AGO2005,2005,36.971,33.464,12.37
AGO,AGO2006,2006,52.381,18.729,9.81
AGO,AGO2007,2007,65.266,21.043,13.73
AGO,AGO2008,2008,88.539,31.378,27.78
AGO,AGO2009,2009,70.307,56.302,39.58
AGO,AGO2010,2010,83.799,37.163,31.14
AGO,AGO2011,2011,111.79,29.558,33.04
AGO,AGO2012,2012,128.053,26.691,34.18
AGO,AGO2013,2013,136.71,33.149,45.32
AGO,AGO2014,2014,145.712,39.81,58.01
AGO,AGO2015,2015,116.194,57.093,66.34
AGO,AGO2016,2016,101.124,75.663,76.51
AGO,AGO2017,2017,122.022,69.323,84.59
AGO,AGO2018,2018,101.353,92.995,94.25
AGO,AGO2019,2019,84.516,113.554,95.97
AGO,AGO2020,2020,57.139,138.897,79.36
AGO,AGO2021,2021,74.861,86.779,64.96
AGO,AGO2022,2022,122.781,66.653,81.84
AGO,AGO2023,2023,93.796,84.873,79.61
AGO,AGO2024,2024,92.925,77.142,71.68
AGO,AGO2025,2025,96.895,67.857,65.75
AGO,AGO2026,2026,100.785,61.049,61.53
AGO,AGO2027,2027,106.43,54.29,57.78
AGO,AGO2028,2028,111.822,47.975,53.65
ATG,ATG2000,2000,0.826,105.132,0.87
ATG,ATG2001,2001,0.8,117.951,0.94
ATG,ATG2002,2002,0.814,126.3,1.03
ATG,ATG2003,2003,0.856,125.076,1.07
ATG,ATG2004,2004,0.92,120.127,1.11
ATG,ATG2005,2005,1.023,92.614,0.95
ATG,ATG2006,2006,1.158,89.101,1.03
ATG,ATG2007,2007,1.313,77.784,1.02
ATG,ATG2008,2008,1.37,75.989,1.04
ATG,ATG2009,2009,1.228,100.632,1.24
ATG,ATG2010,2010,1.149,89.742,1.03
ATG,ATG2011,2011,1.138,91.803,1.04
ATG,ATG2012,2012,1.2,87.494,1.05
ATG,ATG2013,2013,1.181,95.791,1.13
ATG,ATG2014,2014,1.25,101.369,1.27
ATG,ATG2015,2015,1.337,99.071,1.32
ATG,ATG2016,2016,1.437,86.126,1.24
ATG,ATG2017,2017,1.468,92.193,1.35
ATG,ATG2018,2018,1.605,87.764,1.41
ATG,ATG2019,2019,1.675,81.839,1.37
ATG,ATG2020,2020,1.416,98.177,1.39
ATG,ATG2021,2021,1.561,96.32,1.50
ATG,ATG2022,2022,1.758,86.241,1.52
ATG,ATG2023,2023,1.949,80.475,1.57
ATG,ATG2024,2024,2.114,77.208,1.63
ATG,ATG2025,2025,2.256,75.228,1.70
ATG,ATG2026,2026,2.367,74.002,1.75
ATG,ATG2027,2027,2.483,72.695,1.81
ATG,ATG2028,2028,2.605,71.449,1.86
ARG,ARG2000,2000,317.759,40.833,129.75
ARG,ARG2001,2001,300.421,48.007,144.22
ARG,ARG2002,2002,112.458,147.203,165.54
ARG,ARG2003,2003,142.431,125.162,178.27
ARG,ARG2004,2004,164.911,117.878,194.39
ARG,ARG2005,2005,199.273,80.282,159.98
ARG,ARG2006,2006,232.892,70.793,164.87
ARG,ARG2007,2007,287.921,62.133,178.89
ARG,ARG2008,2008,363.545,53.814,195.64
ARG,ARG2009,2009,334.633,55.397,185.38
ARG,ARG2010,2010,424.729,43.454,184.56
ARG,ARG2011,2011,527.644,38.935,205.44
ARG,ARG2012,2012,579.666,40.436,234.39
ARG,ARG2013,2013,611.471,43.496,265.97
ARG,ARG2014,2014,563.614,44.697,251.92
ARG,ARG2015,2015,642.464,52.563,337.70
ARG,ARG2016,2016,556.774,53.06,295.42
ARG,ARG2017,2017,643.861,57.028,367.18
ARG,ARG2018,2018,524.431,85.246,447.06
ARG,ARG2019,2019,451.815,88.835,401.37
ARG,ARG2020,2020,389.064,102.79,399.92
ARG,ARG2021,2021,487.377,80.82,393.90
ARG,ARG2022,2022,630.606,84.685,534.03
ARG,ARG2023,2023,621.833,89.506,556.58
ARG,ARG2024,2024,632.629,79.918,505.58
ARG,ARG2025,2025,635.908,76.839,488.63
ARG,ARG2026,2026,660.282,75.771,500.30
ARG,ARG2027,2027,695.286,73.265,509.40
ARG,ARG2028,2028,728.054,69.5,506.00
ARM,ARM2000,2000,1.912,39.597,0.76
ARM,ARM2001,2001,2.118,38.061,0.81
ARM,ARM2002,2002,2.376,38.248,0.91
ARM,ARM2003,2003,2.807,33.016,0.93
ARM,ARM2004,2004,3.577,26.446,0.95
ARM,ARM2005,2005,4.9,20.467,1.00
ARM,ARM2006,2006,6.384,16.183,1.03
ARM,ARM2007,2007,9.206,14.25,1.31
ARM,ARM2008,2008,11.662,14.632,1.71
ARM,ARM2009,2009,8.648,34.138,2.95
ARM,ARM2010,2010,9.26,39.667,3.67
ARM,ARM2011,2011,10.142,42.006,4.26
ARM,ARM2012,2012,10.619,41.225,4.38
ARM,ARM2013,2013,11.121,40.856,4.54
ARM,ARM2014,2014,11.61,43.689,5.07
ARM,ARM2015,2015,10.553,48.702,5.14
ARM,ARM2016,2016,10.546,56.749,5.98
ARM,ARM2017,2017,11.527,58.938,6.79
ARM,ARM2018,2018,12.458,55.655,6.93
ARM,ARM2019,2019,13.619,53.673,7.31
ARM,ARM2020,2020,12.642,67.362,8.52
ARM,ARM2021,2021,13.861,63.434,8.79
ARM,ARM2022,2022,19.514,49.247,9.61
ARM,ARM2023,2023,24.54,47.938,11.76
ARM,ARM2024,2024,26.935,48.678,13.11
ARM,ARM2025,2025,28.996,49.479,14.35
ARM,ARM2026,2026,31.081,49.62,15.42
ARM,ARM2027,2027,33.335,49.692,16.56
ARM,ARM2028,2028,35.752,49.57,17.72
ABW,ABW2000,2000,1.873,38.613,0.72
ABW,ABW2001,2001,1.896,44.326,0.84
ABW,ABW2002,2002,1.962,47.079,0.92
ABW,ABW2003,2003,2.044,40.848,0.83
ABW,ABW2004,2004,2.255,42.543,0.96
ABW,ABW2005,2005,2.36,45.093,1.06
ABW,ABW2006,2006,2.47,45.518,1.12
ABW,ABW2007,2007,2.678,44.558,1.19
ABW,ABW2008,2008,2.843,40.31,1.15
ABW,ABW2009,2009,2.554,48.785,1.25
ABW,ABW2010,2010,2.454,54.662,1.34
ABW,ABW2011,2011,2.638,59.347,1.57
ABW,ABW2012,2012,2.615,65.533,1.71
ABW,ABW2013,2013,2.728,70.032,1.91
ABW,ABW2014,2014,2.791,77.709,2.17
ABW,ABW2015,2015,2.963,74.177,2.20
ABW,ABW2016,2016,2.984,75.387,2.25
ABW,ABW2017,2017,3.092,75.825,2.34
ABW,ABW2018,2018,3.276,73.31,2.40
ABW,ABW2019,2019,3.396,71.053,2.41
ABW,ABW2020,2020,2.559,112.339,2.87
ABW,ABW2021,2021,3.103,101.816,3.16
ABW,ABW2022,2022,3.545,90.111,3.19
ABW,ABW2023,2023,3.827,82.891,3.17
ABW,ABW2024,2024,3.956,80.174,3.17
ABW,ABW2025,2025,4.084,77.436,3.16
ABW,ABW2026,2026,4.211,74.615,3.14
ABW,ABW2027,2027,4.342,71.628,3.11
ABW,ABW2028,2028,4.478,68.49,3.07
AUS,AUS2000,2000,399.959,19.511,78.04
AUS,AUS2001,2001,377.778,17.121,64.68
AUS,AUS2002,2002,425.285,15.019,63.87
AUS,AUS2003,2003,541.06,13.189,71.36
AUS,AUS2004,2004,658.568,11.91,78.44
AUS,AUS2005,2005,735.936,10.867,79.97
AUS,AUS2006,2006,782.794,9.946,77.86
AUS,AUS2007,2007,949.528,9.671,91.83
AUS,AUS2008,2008,1056.477,11.743,124.06
AUS,AUS2009,2009,1000.798,16.623,166.36
AUS,AUS2010,2010,1254.473,20.352,255.31
AUS,AUS2011,2011,1515.073,24.047,364.33
AUS,AUS2012,2012,1569.414,27.534,432.12
AUS,AUS2013,2013,1519.034,30.485,463.08
AUS,AUS2014,2014,1456.624,34.045,495.91
AUS,AUS2015,2015,1233.105,37.752,465.52
AUS,AUS2016,2016,1263.521,40.594,512.91
AUS,AUS2017,2017,1381.656,41.18,568.97
AUS,AUS2018,2018,1417.059,41.762,591.79
AUS,AUS2019,2019,1385.482,46.748,647.69
AUS,AUS2020,2020,1360.849,57.174,778.05
AUS,AUS2021,2021,1645.304,55.905,919.81
AUS,AUS2022,2022,1702.554,50.696,863.13
AUS,AUS2023,2023,1687.713,51.923,876.31
AUS,AUS2024,2024,1685.665,55.577,936.84
AUS,AUS2025,2025,1780.929,56.332,1003.23
AUS,AUS2026,2026,1870.759,56.266,1052.60
AUS,AUS2027,2027,1961.044,55.723,1092.75
AUS,AUS2028,2028,2053.558,54.907,1127.55
AUT,AUT2000,2000,197.377,65.738,129.75
AUT,AUT2001,2001,197.51,66.355,131.06
AUT,AUT2002,2002,214.243,66.978,143.50
AUT,AUT2003,2003,262.208,64.896,170.16
AUT,AUT2004,2004,301.321,64.849,195.40
AUT,AUT2005,2005,316.267,68.318,216.07
AUT,AUT2006,2006,336.298,67.001,225.32
AUT,AUT2007,2007,389.231,64.74,251.99
AUT,AUT2008,2008,432.005,68.417,295.56
AUT,AUT2009,2009,401.323,79.58,319.37
AUT,AUT2010,2010,392.595,82.418,323.57
AUT,AUT2011,2011,431.609,82.178,354.69
AUT,AUT2012,2012,409.661,81.661,334.53
AUT,AUT2013,2013,430.197,81.011,348.51
AUT,AUT2014,2014,442.699,83.758,370.80
AUT,AUT2015,2015,382.01,84.401,322.42
AUT,AUT2016,2016,395.728,82.549,326.67
AUT,AUT2017,2017,417.114,78.603,327.86
AUT,AUT2018,2018,455.198,74.074,337.18
AUT,AUT2019,2019,444.67,70.635,314.09
AUT,AUT2020,2020,434.877,82.925,360.62
AUT,AUT2021,2021,480.688,82.321,395.71
AUT,AUT2022,2022,471.026,78.482,369.67
AUT,AUT2023,2023,526.182,74.761,393.38
AUT,AUT2024,2024,552.339,73.999,408.73
AUT,AUT2025,2025,579.004,71.671,414.98
AUT,AUT2026,2026,602.808,70.736,426.40
AUT,AUT2027,2027,623.801,68.883,429.69
AUT,AUT2028,2028,641.637,68.188,437.52
AZE,AZE2000,2000,5.273,13.133,0.69
AZE,AZE2001,2001,5.475,12.954,0.71
AZE,AZE2002,2002,6.232,11.885,0.74
AZE,AZE2003,2003,7.276,10.659,0.78
AZE,AZE2004,2004,8.682,9.71,0.84
AZE,AZE2005,2005,13.273,6.855,0.91
AZE,AZE2006,2006,21.027,5.297,1.11
AZE,AZE2007,2007,33.09,4.003,1.32
AZE,AZE2008,2008,48.979,3.221,1.58
AZE,AZE2009,2009,44.289,4.726,2.09
AZE,AZE2010,2010,52.913,4.981,2.64
AZE,AZE2011,2011,65.99,4.967,3.28
AZE,AZE2012,2012,69.687,5.831,4.06
AZE,AZE2013,2013,74.16,6.179,4.58
AZE,AZE2014,2014,75.24,8.533,6.42
AZE,AZE2015,2015,50.844,17.98,9.14
AZE,AZE2016,2016,37.83,20.608,7.80
AZE,AZE2017,2017,41.375,22.509,9.31
AZE,AZE2018,2018,47.113,18.685,8.80
AZE,AZE2019,2019,48.174,17.656,8.51
AZE,AZE2020,2020,42.693,21.327,9.11
AZE,AZE2021,2021,54.825,26.349,14.45
AZE,AZE2022,2022,78.721,17.343,13.65
AZE,AZE2023,2023,77.392,18.192,14.08
AZE,AZE2024,2024,80.983,17.982,14.56
AZE,AZE2025,2025,84.292,20.769,17.51
AZE,AZE2026,2026,87.926,22.878,20.12
AZE,AZE2027,2027,91.76,24.501,22.48
AZE,AZE2028,2028,96.046,26.009,24.98
BHS,BHS2000,2000,8.076,19.176,1.55
BHS,BHS2001,2001,8.318,18.48,1.54
BHS,BHS2002,2002,8.881,19.435,1.73
BHS,BHS2003,2003,8.87,20.841,1.85
BHS,BHS2004,2004,9.055,21.62,1.96
BHS,BHS2005,2005,9.836,22.954,2.26
BHS,BHS2006,2006,10.167,23.154,2.35
BHS,BHS2007,2007,10.618,23.49,2.49
BHS,BHS2008,2008,10.526,25.344,2.67
BHS,BHS2009,2009,9.982,30.089,3.00
BHS,BHS2010,2010,10.096,33.883,3.42
BHS,BHS2011,2011,10.07,35.262,3.55
BHS,BHS2012,2012,10.72,37.589,4.03
BHS,BHS2013,2013,10.395,44.418,4.62
BHS,BHS2014,2014,10.998,48.243,5.31
BHS,BHS2015,2015,11.673,50.614,5.91
BHS,BHS2016,2016,11.751,51.591,6.06
BHS,BHS2017,2017,12.254,54.918,6.73
BHS,BHS2018,2018,12.654,62.449,7.90
BHS,BHS2019,2019,13.059,60.277,7.87
BHS,BHS2020,2020,9.755,75.278,7.34
BHS,BHS2021,2021,11.528,99.979,11.53
BHS,BHS2022,2022,12.897,88.854,11.46
BHS,BHS2023,2023,13.876,84.202,11.68
BHS,BHS2024,2024,14.506,83.685,12.14
BHS,BHS2025,2025,15.061,82.924,12.49
BHS,BHS2026,2026,15.598,82.336,12.84
BHS,BHS2027,2027,16.132,81.801,13.20
BHS,BHS2028,2028,16.694,81.192,13.55
BHR,BHR2000,2000,9.063,25.745,2.33
BHR,BHR2001,2001,9.189,26.076,2.40
BHR,BHR2002,2002,9.594,28.379,2.72
BHR,BHR2003,2003,11.075,32.452,3.59
BHR,BHR2004,2004,13.15,29.396,3.87
BHR,BHR2005,2005,15.969,24.193,3.86
BHR,BHR2006,2006,18.505,20.252,3.75
BHR,BHR2007,2007,21.73,16.345,3.55
BHR,BHR2008,2008,25.711,12.563,3.23
BHR,BHR2009,2009,22.938,21.363,4.90
BHR,BHR2010,2010,25.713,30.011,7.72
BHR,BHR2011,2011,28.777,32.802,9.44
BHR,BHR2012,2012,30.749,36.208,11.13
BHR,BHR2013,2013,32.539,43.938,14.30
BHR,BHR2014,2014,33.388,44.398,14.82
BHR,BHR2015,2015,31.051,66.176,20.55
BHR,BHR2016,2016,32.235,81.326,26.22
BHR,BHR2017,2017,35.474,88.129,31.26
BHR,BHR2018,2018,37.802,94.607,35.76
BHR,BHR2019,2019,38.654,101.635,39.29
BHR,BHR2020,2020,34.622,130.115,45.05
BHR,BHR2021,2021,39.288,127.131,49.95
BHR,BHR2022,2022,44.383,117.582,52.19
BHR,BHR2023,2023,44.994,121.168,54.52
BHR,BHR2024,2024,47.121,119.012,56.08
BHR,BHR2025,2025,49.135,120.882,59.40
BHR,BHR2026,2026,51.167,123.744,63.32
BHR,BHR2027,2027,53.36,126.988,67.76
BHR,BHR2028,2028,55.715,130.711,72.83
BGD,BGD2000,2000,63.549,..,..
BGD,BGD2001,2001,64.66,..,..
BGD,BGD2002,2002,66.227,..,..
BGD,BGD2003,2003,71.917,37.044,26.64
BGD,BGD2004,2004,78.046,36.585,28.55
BGD,BGD2005,2005,82.622,35.558,29.38
BGD,BGD2006,2006,86.028,35.332,30.40
BGD,BGD2007,2007,95.374,34.989,33.37
BGD,BGD2008,2008,109.765,33.87,37.18
BGD,BGD2009,2009,122.76,33.01,40.52
BGD,BGD2010,2010,138.094,29.623,40.91
BGD,BGD2011,2011,154.097,29.393,45.29
BGD,BGD2012,2012,159.749,29.078,46.45
BGD,BGD2013,2013,179.676,28.344,50.93
BGD,BGD2014,2014,207.102,28.683,59.40
BGD,BGD2015,2015,233.687,28.206,65.91
BGD,BGD2016,2016,265.236,27.72,73.52
BGD,BGD2017,2017,293.755,28.306,83.15
BGD,BGD2018,2018,321.379,29.553,94.98
BGD,BGD2019,2019,351.238,31.951,112.22
BGD,BGD2020,2020,373.902,34.509,129.03
BGD,BGD2021,2021,416.265,35.614,148.25
BGD,BGD2022,2022,460.201,37.863,174.25
BGD,BGD2023,2023,446.349,39.367,175.71
BGD,BGD2024,2024,455.162,39.742,180.89
BGD,BGD2025,2025,511.79,39.87,204.05
BGD,BGD2026,2026,576.49,40.532,233.66
BGD,BGD2027,2027,651.691,41.164,268.26
BGD,BGD2028,2028,734.607,41.876,307.62
BRB,BRB2000,2000,3.059,61.301,1.88
BRB,BRB2001,2001,3.055,67.484,2.06
BRB,BRB2002,2002,3.106,70.967,2.20
BRB,BRB2003,2003,3.21,70.86,2.27
BRB,BRB2004,2004,3.444,70.528,2.43
BRB,BRB2005,2005,3.82,73.306,2.80
BRB,BRB2006,2006,4.217,75.768,3.20
BRB,BRB2007,2007,4.674,77.44,3.62
BRB,BRB2008,2008,4.785,83.383,3.99
BRB,BRB2009,2009,4.466,100.013,4.47
BRB,BRB2010,2010,4.53,108.157,4.90
BRB,BRB2011,2011,4.658,112.637,5.25
BRB,BRB2012,2012,4.61,123.672,5.70
BRB,BRB2013,2013,4.677,135.161,6.32
BRB,BRB2014,2014,4.696,139.18,6.54
BRB,BRB2015,2015,4.725,146.775,6.94
BRB,BRB2016,2016,4.833,149.363,7.22
BRB,BRB2017,2017,4.982,158.098,7.88
BRB,BRB2018,2018,5.097,125.635,6.40
BRB,BRB2019,2019,5.324,118.956,6.33
BRB,BRB2020,2020,4.672,148.758,6.95
BRB,BRB2021,2021,4.844,135.103,6.54
BRB,BRB2022,2022,5.685,122.514,6.96
BRB,BRB2023,2023,6.22,115,7.15
BRB,BRB2024,2024,6.657,107.515,7.16
BRB,BRB2025,2025,7.049,100.539,7.09
BRB,BRB2026,2026,7.426,94.772,7.04
BRB,BRB2027,2027,7.795,89.404,6.97
BRB,BRB2028,2028,8.157,84.973,6.93
BLR,BLR2000,2000,10.785,..,..
BLR,BLR2001,2001,12.778,..,..
BLR,BLR2002,2002,15.092,..,..
BLR,BLR2003,2003,18.42,..,..
BLR,BLR2004,2004,23.928,9.223,2.21
BLR,BLR2005,2005,31.239,8.115,2.54
BLR,BLR2006,2006,38.219,12.274,4.69
BLR,BLR2007,2007,46.815,15.813,7.40
BLR,BLR2008,2008,62.798,20.295,12.74
BLR,BLR2009,2009,50.855,32.547,16.55
BLR,BLR2010,2010,57.22,36.805,21.06
BLR,BLR2011,2011,61.368,58.223,35.73
BLR,BLR2012,2012,65.669,36.946,24.26
BLR,BLR2013,2013,75.496,36.859,27.83
BLR,BLR2014,2014,78.736,38.791,30.54
BLR,BLR2015,2015,56.329,53.007,29.86
BLR,BLR2016,2016,47.703,53.482,25.51
BLR,BLR2017,2017,54.723,53.16,29.09
BLR,BLR2018,2018,60.011,47.515,28.51
BLR,BLR2019,2019,64.414,40.999,26.41
BLR,BLR2020,2020,61.312,47.493,29.12
BLR,BLR2021,2021,68.207,41.182,28.09
BLR,BLR2022,2022,72.835,41.297,30.08
BLR,BLR2023,2023,68.864,44.102,30.37
BLR,BLR2024,2024,66.328,44.156,29.29
BLR,BLR2025,2025,66.632,43.331,28.87
BLR,BLR2026,2026,68.181,41.546,28.33
BLR,BLR2027,2027,70.685,39.195,27.70
BLR,BLR2028,2028,73.496,36.849,27.08
BEL,BEL2000,2000,236.897,109.589,259.61
BEL,BEL2001,2001,236.748,108.217,256.20
BEL,BEL2002,2002,258.2,105.437,272.24
BEL,BEL2003,2003,318.004,101.659,323.28
BEL,BEL2004,2004,369.047,97.17,358.60
BEL,BEL2005,2005,385.927,95.142,367.18
BEL,BEL2006,2006,408.281,91.494,373.55
BEL,BEL2007,2007,470.978,87.325,411.28
BEL,BEL2008,2008,517.27,93.16,481.89
BEL,BEL2009,2009,482.73,100.217,483.78
BEL,BEL2010,2010,481.814,100.273,483.13
BEL,BEL2011,2011,523.239,103.495,541.53
BEL,BEL2012,2012,496.467,104.811,520.35
BEL,BEL2013,2013,521.799,105.486,550.42
BEL,BEL2014,2014,535.529,107.041,573.24
BEL,BEL2015,2015,462.383,105.23,486.57
BEL,BEL2016,2016,475.931,105.005,499.75
BEL,BEL2017,2017,502.587,102.02,512.74
BEL,BEL2018,2018,543.546,99.853,542.75
BEL,BEL2019,2019,535.924,97.607,523.10
BEL,BEL2020,2020,524.792,112.037,587.96
BEL,BEL2021,2021,594.748,109.139,649.10
BEL,BEL2022,2022,579.059,105.129,608.76
BEL,BEL2023,2023,627.511,105.983,665.05
BEL,BEL2024,2024,658.12,106.766,702.65
BEL,BEL2025,2025,682.067,108.533,740.27
BEL,BEL2026,2026,703.754,110.933,780.70
BEL,BEL2027,2027,722.806,113.545,820.71
BEL,BEL2028,2028,743.299,115.908,861.54
BLZ,BLZ2000,2000,1.116,..,..
BLZ,BLZ2001,2001,1.163,49.917,0.58
BLZ,BLZ2002,2002,1.233,53.67,0.66
BLZ,BLZ2003,2003,1.298,67.722,0.88
BLZ,BLZ2004,2004,1.39,71.202,0.99
BLZ,BLZ2005,2005,1.462,73.367,1.07
BLZ,BLZ2006,2006,1.581,71.796,1.14
BLZ,BLZ2007,2007,1.696,66.837,1.13
BLZ,BLZ2008,2008,1.729,65.017,1.12
BLZ,BLZ2009,2009,1.681,70.033,1.18
BLZ,BLZ2010,2010,1.739,68.823,1.20
BLZ,BLZ2011,2011,1.82,66.657,1.21
BLZ,BLZ2012,2012,1.903,63.592,1.21
BLZ,BLZ2013,2013,2.03,62.954,1.28
BLZ,BLZ2014,2014,2.138,61.552,1.32
BLZ,BLZ2015,2015,2.21,64.525,1.43
BLZ,BLZ2016,2016,2.258,69.87,1.58
BLZ,BLZ2017,2017,2.286,77.426,1.77
BLZ,BLZ2018,2018,2.315,78.063,1.81
BLZ,BLZ2019,2019,2.417,77.525,1.87
BLZ,BLZ2020,2020,2.08,101.426,2.11
BLZ,BLZ2021,2021,2.492,80.123,2.00
BLZ,BLZ2022,2022,2.985,63.378,1.89
BLZ,BLZ2023,2023,3.218,59.335,1.91
BLZ,BLZ2024,2024,3.37,57.264,1.93
BLZ,BLZ2025,2025,3.497,55.696,1.95
BLZ,BLZ2026,2026,3.629,54.224,1.97
BLZ,BLZ2027,2027,3.767,52.762,1.99
BLZ,BLZ2028,2028,3.909,51.3,2.01
BEN,BEN2000,2000,3.522,39.592,1.39
BEN,BEN2001,2001,3.666,37.987,1.39
BEN,BEN2002,2002,4.191,30.768,1.29
BEN,BEN2003,2003,5.348,23.381,1.25
BEN,BEN2004,2004,6.187,21.51,1.33
BEN,BEN2005,2005,6.571,26.978,1.77
BEN,BEN2006,2006,7.034,8.366,0.59
BEN,BEN2007,2007,8.17,14.286,1.17
BEN,BEN2008,2008,9.787,18.307,1.79
BEN,BEN2009,2009,9.728,18.748,1.82
