iso,id,year,GDP ($ billion),GG debt (% of GDP),GG debt ($ billion)
LVA,LVA2003,2003,11.777,14.318,1.69
LVA,LVA2004,2004,14.44,14.074,2.03
LVA,LVA2005,2005,17.03,11.468,1.95
LVA,LVA2006,2006,21.589,9.58,2.07
LVA,LVA2007,2007,31.1,8.081,2.51
LVA,LVA2008,2008,36.023,17.908,6.45
LVA,LVA2009,2009,26.48,35.619,9.43
LVA,LVA2010,2010,23.998,46.518,11.16
LVA,LVA2011,2011,27.74,44.504,12.35
LVA,LVA2012,2012,28.191,42.726,12.04
LVA,LVA2013,2013,30.21,40.35,12.19
LVA,LVA2014,2014,31.395,41.605,13.06
LVA,LVA2015,2015,27.266,37.055,10.10
LVA,LVA2016,2016,28.076,40.38,11.34
LVA,LVA2017,2017,30.473,38.981,11.88
LVA,LVA2018,2018,34.445,36.99,12.74
LVA,LVA2019,2019,34.348,36.537,12.55
LVA,LVA2020,2020,34.541,41.999,14.51
LVA,LVA2021,2021,39.786,43.693,17.38
LVA,LVA2022,2022,41.167,40.824,16.81
LVA,LVA2023,2023,46.668,40.556,18.93
LVA,LVA2024,2024,50.354,39.534,19.91
LVA,LVA2025,2025,54.091,38.735,20.95
LVA,LVA2026,2026,57.455,38.295,22.00
LVA,LVA2027,2027,60.622,37.245,22.58
LVA,LVA2028,2028,63.915,36.024,23.02
LBN,LBN2000,2000,17.018,148.076,25.20
LBN,LBN2001,2001,17.361,163.082,28.31
LBN,LBN2002,2002,18.837,163.117,30.73
LBN,LBN2003,2003,19.486,171.308,33.38
LBN,LBN2004,2004,21.16,169.547,35.88
LBN,LBN2005,2005,21.497,178.926,38.46
LBN,LBN2006,2006,22.023,183.291,40.37
LBN,LBN2007,2007,24.827,169.301,42.03
LBN,LBN2008,2008,29.119,161.487,47.02
LBN,LBN2009,2009,35.4,144.499,51.15
LBN,LBN2010,2010,38.444,136.829,52.60
LBN,LBN2011,2011,39.927,134.386,53.66
LBN,LBN2012,2012,44.017,131.051,57.68
LBN,LBN2013,2013,46.88,135.403,63.48
LBN,LBN2014,2014,48.096,138.399,66.56
LBN,LBN2015,2015,49.929,140.841,70.32
LBN,LBN2016,2016,51.148,146.411,74.89
LBN,LBN2017,2017,53.028,149.987,79.54
LBN,LBN2018,2018,54.901,155.076,85.14
LBN,LBN2019,2019,50.88,172.265,87.65
LBN,LBN2020,2020,24.494,150.583,36.88
LBN,LBN2021,2021,20.476,349.877,71.64
LBN,LBN2022,2022,21.78,283.195,61.68
LBN,LBN2023,2023,..,..,..
LBN,LBN2024,2024,..,..,..
LBN,LBN2025,2025,..,..,..
LBN,LBN2026,2026,..,..,..
LBN,LBN2027,2027,..,..,..
LBN,LBN2028,2028,..,..,..
LSO,LSO2000,2000,0.922,88.48,0.82
LSO,LSO2001,2001,0.774,108.678,0.84
LSO,LSO2002,2002,0.856,79.62,0.68
LSO,LSO2003,2003,1.256,52.633,0.66
LSO,LSO2004,2004,1.598,49.433,0.79
LSO,LSO2005,2005,1.73,40.968,0.71
LSO,LSO2006,2006,1.72,43.729,0.75
LSO,LSO2007,2007,1.759,49.621,0.87
LSO,LSO2008,2008,1.652,47.027,0.78
LSO,LSO2009,2009,1.937,35.87,0.69
LSO,LSO2010,2010,2.356,33.81,0.80
LSO,LSO2011,2011,2.571,36.171,0.93
LSO,LSO2012,2012,2.465,39.846,0.98
LSO,LSO2013,2013,2.345,41.192,0.97
LSO,LSO2014,2014,2.477,41.507,1.03
LSO,LSO2015,2015,2.202,45.812,1.01
LSO,LSO2016,2016,2.206,41.45,0.91
LSO,LSO2017,2017,2.424,40.992,0.99
LSO,LSO2018,2018,2.484,47.96,1.19
LSO,LSO2019,2019,2.375,56.965,1.35
LSO,LSO2020,2020,2.133,53.638,1.14
LSO,LSO2021,2021,2.544,55.694,1.42
LSO,LSO2022,2022,2.463,59.929,1.48
LSO,LSO2023,2023,2.373,61.296,1.45
LSO,LSO2024,2024,2.524,60.419,1.52
LSO,LSO2025,2025,2.654,60.337,1.60
LSO,LSO2026,2026,2.766,60.677,1.68
LSO,LSO2027,2027,2.86,60.772,1.74
LSO,LSO2028,2028,2.955,60.795,1.80
LBR,LBR2000,2000,0.863,468.08,4.04
LBR,LBR2001,2001,0.904,465.171,4.21
LBR,LBR2002,2002,0.943,463.616,4.37
LBR,LBR2003,2003,0.714,600.117,4.28
LBR,LBR2004,2004,0.897,543.399,4.87
LBR,LBR2005,2005,0.944,488.458,4.61
LBR,LBR2006,2006,1.109,450.955,5.00
LBR,LBR2007,2007,1.344,366.805,4.93
LBR,LBR2008,2008,1.676,235.281,3.94
LBR,LBR2009,2009,1.765,132.157,2.33
LBR,LBR2010,2010,1.966,25.397,0.50
LBR,LBR2011,2011,2.34,22.519,0.53
LBR,LBR2012,2012,2.675,20.504,0.55
LBR,LBR2013,2013,3.044,20.612,0.63
LBR,LBR2014,2014,3.09,24.332,0.75
LBR,LBR2015,2015,3.092,24.771,0.77
LBR,LBR2016,2016,3.256,28.571,0.93
LBR,LBR2017,2017,3.321,31.8,1.06
LBR,LBR2018,2018,3.264,37.103,1.21
LBR,LBR2019,2019,3.08,48.531,1.49
LBR,LBR2020,2020,3.037,58.676,1.78
LBR,LBR2021,2021,3.509,53.308,1.87
LBR,LBR2022,2022,3.974,53.904,2.14
LBR,LBR2023,2023,4.347,52.31,2.27
LBR,LBR2024,2024,4.593,52.7,2.42
LBR,LBR2025,2025,4.92,52.594,2.59
LBR,LBR2026,2026,5.335,51.767,2.76
LBR,LBR2027,2027,5.745,51.543,2.96
LBR,LBR2028,2028,6.207,51.425,3.19
LBY,LBY2000,2000,39.498,#N/A,#N/A
LBY,LBY2001,2001,35.206,#N/A,#N/A
LBY,LBY2002,2002,21.128,#N/A,#N/A
LBY,LBY2003,2003,27.026,#N/A,#N/A
LBY,LBY2004,2004,34.054,#N/A,#N/A
LBY,LBY2005,2005,48.852,#N/A,#N/A
LBY,LBY2006,2006,60.094,#N/A,#N/A
LBY,LBY2007,2007,68.211,#N/A,#N/A
LBY,LBY2008,2008,86.804,#N/A,#N/A
LBY,LBY2009,2009,60.809,#N/A,#N/A
LBY,LBY2010,2010,75.381,#N/A,#N/A
LBY,LBY2011,2011,48.17,#N/A,#N/A
LBY,LBY2012,2012,92.542,#N/A,#N/A
LBY,LBY2013,2013,75.352,#N/A,#N/A
LBY,LBY2014,2014,57.373,#N/A,#N/A
LBY,LBY2015,2015,48.718,#N/A,#N/A
LBY,LBY2016,2016,49.913,#N/A,#N/A
LBY,LBY2017,2017,67.153,#N/A,#N/A
LBY,LBY2018,2018,76.682,#N/A,#N/A
LBY,LBY2019,2019,69.28,#N/A,#N/A
LBY,LBY2020,2020,46.921,#N/A,#N/A
LBY,LBY2021,2021,35.224,#N/A,#N/A
LBY,LBY2022,2022,37.796,#N/A,#N/A
LBY,LBY2023,2023,40.194,#N/A,#N/A
LBY,LBY2024,2024,43.949,#N/A,#N/A
LBY,LBY2025,2025,46.353,#N/A,#N/A
LBY,LBY2026,2026,47.772,#N/A,#N/A
LBY,LBY2027,2027,48.258,#N/A,#N/A
LBY,LBY2028,2028,48.979,#N/A,#N/A
LTU,LTU2000,2000,11.525,23.518,2.71
LTU,LTU2001,2001,12.238,22.923,2.81
LTU,LTU2002,2002,14.257,22.167,3.16
LTU,LTU2003,2003,18.782,20.389,3.83
LTU,LTU2004,2004,22.624,18.686,4.23
LTU,LTU2005,2005,26.115,17.645,4.61
LTU,LTU2006,2006,30.203,17.261,5.21
LTU,LTU2007,2007,39.764,15.889,6.32
LTU,LTU2008,2008,48.03,14.581,7.00
LTU,LTU2009,2009,37.475,27.99,10.49
LTU,LTU2010,2010,37.195,36.209,13.47
LTU,LTU2011,2011,43.584,37.134,16.18
LTU,LTU2012,2012,42.952,39.701,17.05
LTU,LTU2013,2013,46.537,38.671,18.00
LTU,LTU2014,2014,48.611,40.526,19.70
LTU,LTU2015,2015,41.44,42.681,17.69
LTU,LTU2016,2016,43.035,39.896,17.17
LTU,LTU2017,2017,47.742,39.338,18.78
LTU,LTU2018,2018,53.776,33.663,18.10
LTU,LTU2019,2019,54.767,35.824,19.62
LTU,LTU2020,2020,56.869,46.279,26.32
LTU,LTU2021,2021,66.459,43.694,29.04
LTU,LTU2022,2022,70.39,38.118,26.83
LTU,LTU2023,2023,79.427,36.111,28.68
LTU,LTU2024,2024,85.999,34.413,29.59
LTU,LTU2025,2025,91.883,32.959,30.28
LTU,LTU2026,2026,97.246,31.797,30.92
LTU,LTU2027,2027,101.502,30.888,31.35
LTU,LTU2028,2028,105.822,30.075,31.83
LUX,LUX2000,2000,21.24,7.495,1.59
LUX,LUX2001,2001,21.388,7.637,1.63
LUX,LUX2002,2002,23.633,7.454,1.76
LUX,LUX2003,2003,29.66,7.439,2.21
LUX,LUX2004,2004,35.049,7.834,2.75
LUX,LUX2005,2005,37.693,7.956,3.00
LUX,LUX2006,2006,42.912,8.21,3.52
LUX,LUX2007,2007,51.593,8.1,4.18
LUX,LUX2008,2008,58.838,14.635,8.61
LUX,LUX2009,2009,54.408,15.289,8.32
LUX,LUX2010,2010,56.26,19.092,10.74
LUX,LUX2011,2011,61.685,18.506,11.42
LUX,LUX2012,2012,59.814,20.852,12.47
LUX,LUX2013,2013,65.204,22.403,14.61
LUX,LUX2014,2014,68.823,21.852,15.04
LUX,LUX2015,2015,60.078,21.117,12.69
LUX,LUX2016,2016,62.2,19.59,12.18
LUX,LUX2017,2017,65.689,21.796,14.32
LUX,LUX2018,2018,71.033,20.908,14.85
LUX,LUX2019,2019,69.898,22.365,15.63
LUX,LUX2020,2020,73.64,24.608,18.12
LUX,LUX2021,2021,85.641,24.507,20.99
LUX,LUX2022,2022,81.706,24.79,20.25
LUX,LUX2023,2023,89.095,27.552,24.55
LUX,LUX2024,2024,94.028,29.323,27.57
LUX,LUX2025,2025,99.089,30.191,29.92
LUX,LUX2026,2026,103.768,30.421,31.57
LUX,LUX2027,2027,107.855,30.461,32.85
LUX,LUX2028,2028,112.016,30.42,34.08
MAC,MAC2000,2000,..,..,..
MAC,MAC2001,2001,6.86,0,0.00
MAC,MAC2002,2002,7.372,0,0.00
MAC,MAC2003,2003,8.247,0,0.00
MAC,MAC2004,2004,10.643,0,0.00
MAC,MAC2005,2005,12.16,0,0.00
MAC,MAC2006,2006,14.874,0,0.00
MAC,MAC2007,2007,18.44,0,0.00
MAC,MAC2008,2008,21.027,0,0.00
MAC,MAC2009,2009,21.588,0,0.00
MAC,MAC2010,2010,28.242,0,0.00
MAC,MAC2011,2011,36.844,0,0.00
MAC,MAC2012,2012,43.19,0,0.00
MAC,MAC2013,2013,51.536,0,0.00
MAC,MAC2014,2014,54.903,0,0.00
MAC,MAC2015,2015,45.048,0,0.00
MAC,MAC2016,2016,45.071,0,0.00
MAC,MAC2017,2017,50.441,0,0.00
MAC,MAC2018,2018,55.285,0,0.00
MAC,MAC2019,2019,55.205,0,0.00
MAC,MAC2020,2020,25.46,0,0.00
MAC,MAC2021,2021,30.124,0,0.00
MAC,MAC2022,2022,21.979,0,0.00
MAC,MAC2023,2023,38.48,0,0.00
MAC,MAC2024,2024,50.547,0,0.00
MAC,MAC2025,2025,59.903,0,0.00
MAC,MAC2026,2026,64.995,0,0.00
MAC,MAC2027,2027,68.556,0,0.00
MAC,MAC2028,2028,72.319,0,0.00
MDG,MDG2000,2000,4.629,90.212,4.18
MDG,MDG2001,2001,5.438,82.144,4.47
MDG,MDG2002,2002,5.352,86.693,4.64
MDG,MDG2003,2003,6.372,85.862,5.47
MDG,MDG2004,2004,5.065,81.896,4.15
MDG,MDG2005,2005,5.859,74.366,4.36
MDG,MDG2006,2006,6.396,32.226,2.06
MDG,MDG2007,2007,8.525,28.21,2.40
MDG,MDG2008,2008,10.725,31.01,3.33
MDG,MDG2009,2009,9.617,34.857,3.35
MDG,MDG2010,2010,9.983,32.341,3.23
MDG,MDG2011,2011,11.552,29.947,3.46
MDG,MDG2012,2012,11.579,30.435,3.52
MDG,MDG2013,2013,12.424,36.243,4.50
MDG,MDG2014,2014,12.523,37.848,4.74
MDG,MDG2015,2015,11.323,44.062,4.99
MDG,MDG2016,2016,11.849,40.281,4.77
MDG,MDG2017,2017,13.176,40.13,5.29
MDG,MDG2018,2018,13.76,42.896,5.90
MDG,MDG2019,2019,14.105,41.253,5.82
MDG,MDG2020,2020,13.051,52.198,6.81
MDG,MDG2021,2021,14.555,52.029,7.57
MDG,MDG2022,2022,15.149,55.129,8.35
MDG,MDG2023,2023,15.763,54.026,8.52
MDG,MDG2024,2024,16.769,53.544,8.98
MDG,MDG2025,2025,18.329,54.202,9.93
MDG,MDG2026,2026,19.761,54.798,10.83
MDG,MDG2027,2027,21.35,55.939,11.94
MDG,MDG2028,2028,23.389,56.541,13.22
MWI,MWI2000,2000,4.257,..,..
MWI,MWI2001,2001,4.178,..,..
MWI,MWI2002,2002,4.922,101.505,5.00
MWI,MWI2003,2003,4.521,84.741,3.83
MWI,MWI2004,2004,4.895,74.661,3.65
MWI,MWI2005,2005,5.148,70.933,3.65
MWI,MWI2006,2006,5.63,17.91,1.01
MWI,MWI2007,2007,6.24,18.948,1.18
MWI,MWI2008,2008,7.492,23.524,1.76
MWI,MWI2009,2009,8.723,23.487,2.05
MWI,MWI2010,2010,9.796,19.312,1.89
MWI,MWI2011,2011,11.241,19.983,2.25
MWI,MWI2012,2012,8.421,28.606,2.41
MWI,MWI2013,2013,7.648,35.347,2.70
MWI,MWI2014,2014,8.526,33.515,2.86
MWI,MWI2015,2015,9.014,35.455,3.20
MWI,MWI2016,2016,7.733,37.08,2.87
MWI,MWI2017,2017,8.943,40.256,3.60
MWI,MWI2018,2018,9.882,43.908,4.34
MWI,MWI2019,2019,11.031,45.302,5.00
MWI,MWI2020,2020,11.847,54.79,6.49
MWI,MWI2021,2021,12.476,61.549,7.68
MWI,MWI2022,2022,12.537,75.171,9.42
MWI,MWI2023,2023,13.176,78.551,10.35
MWI,MWI2024,2024,11.035,77.368,8.54
MWI,MWI2025,2025,11.307,77.403,8.75
MWI,MWI2026,2026,11.794,75.503,8.90
MWI,MWI2027,2027,12.461,73.536,9.16
MWI,MWI2028,2028,13.18,70.145,9.25
MYS,MYS2000,2000,102.149,32.518,33.22
MYS,MYS2001,2001,101.054,38.065,38.47
MYS,MYS2002,2002,109.833,39.532,43.42
MYS,MYS2003,2003,120.025,41.393,49.68
MYS,MYS2004,2004,135.869,41.96,57.01
MYS,MYS2005,2005,150.345,40.778,61.31
MYS,MYS2006,2006,170.41,39.662,67.59
MYS,MYS2007,2007,202.732,39.348,79.77
MYS,MYS2008,2008,241.946,39.361,95.23
MYS,MYS2009,2009,211.847,50.408,106.79
MYS,MYS2010,2010,258.64,51.212,132.45
MYS,MYS2011,2011,302.184,51.898,156.83
MYS,MYS2012,2012,318.909,53.788,171.53
MYS,MYS2013,2013,327.869,55.656,182.48
MYS,MYS2014,2014,342.868,55.373,189.86
MYS,MYS2015,2015,301.355,56.971,171.68
MYS,MYS2016,2016,301.256,55.787,168.06
MYS,MYS2017,2017,319.109,54.396,173.58
MYS,MYS2018,2018,358.783,55.646,199.65
MYS,MYS2019,2019,365.178,57.083,208.45
MYS,MYS2020,2020,337.456,67.693,228.43
MYS,MYS2021,2021,373.832,69.153,258.52
MYS,MYS2022,2022,407.027,65.593,266.98
MYS,MYS2023,2023,430.895,66.909,288.31
MYS,MYS2024,2024,465.541,66.858,311.25
MYS,MYS2025,2025,502.274,66.983,336.44
MYS,MYS2026,2026,537.158,67.464,362.39
MYS,MYS2027,2027,568.141,68.587,389.67
MYS,MYS2028,2028,603.434,69.494,419.35
MDV,MDV2000,2000,0.801,39.017,0.31
MDV,MDV2001,2001,0.767,41.845,0.32
MDV,MDV2002,2002,0.828,44.279,0.37
MDV,MDV2003,2003,1.052,37.606,0.40
MDV,MDV2004,2004,1.227,34.674,0.43
MDV,MDV2005,2005,1.163,43.196,0.50
MDV,MDV2006,2006,1.575,36.78,0.58
MDV,MDV2007,2007,1.868,35.824,0.67
MDV,MDV2008,2008,2.272,38.958,0.89
MDV,MDV2009,2009,2.345,48.387,1.13
MDV,MDV2010,2010,2.588,52.748,1.37
MDV,MDV2011,2011,2.629,51.863,1.36
MDV,MDV2012,2012,2.885,57.123,1.65
MDV,MDV2013,2013,3.286,55.949,1.84
MDV,MDV2014,2014,3.69,55.065,2.03
MDV,MDV2015,2015,4.098,54.921,2.25
MDV,MDV2016,2016,4.367,62.272,2.72
MDV,MDV2017,2017,4.747,64.563,3.06
MDV,MDV2018,2018,5.294,72.009,3.81
MDV,MDV2019,2019,5.599,78.788,4.41
MDV,MDV2020,2020,3.739,154.245,5.77
MDV,MDV2021,2021,5.392,119.919,6.47
MDV,MDV2022,2022,6.238,114.373,7.13
MDV,MDV2023,2023,6.977,110.25,7.69
MDV,MDV2024,2024,7.502,111.767,8.38
MDV,MDV2025,2025,8.164,108.411,8.85
MDV,MDV2026,2026,8.818,105.057,9.26
MDV,MDV2027,2027,9.489,102.193,9.70
MDV,MDV2028,2028,10.173,99.204,10.09
MLI,MLI2000,2000,2.963,90.522,2.68
MLI,MLI2001,2001,3.468,77.498,2.69
MLI,MLI2002,2002,3.905,42.643,1.67
MLI,MLI2003,2003,4.713,44.15,2.08
MLI,MLI2004,2004,5.452,42.434,2.31
MLI,MLI2005,2005,6.251,46.626,2.91
MLI,MLI2006,2006,6.906,18.066,1.25
MLI,MLI2007,2007,8.157,18.535,1.51
MLI,MLI2008,2008,9.871,20.098,1.98
MLI,MLI2009,2009,10.249,21.855,2.24
MLI,MLI2010,2010,10.698,25.289,2.71
MLI,MLI2011,2011,12.993,23.965,3.11
MLI,MLI2012,2012,12.45,25.39,3.16
MLI,MLI2013,2013,13.243,26.382,3.49
MLI,MLI2014,2014,14.369,26.907,3.87
MLI,MLI2015,2015,13.106,30.661,4.02
MLI,MLI2016,2016,14.022,36.018,5.05
MLI,MLI2017,2017,15.36,35.985,5.53
MLI,MLI2018,2018,17.079,37.524,6.41
MLI,MLI2019,2019,17.281,40.725,7.04
MLI,MLI2020,2020,17.643,46.925,8.28
MLI,MLI2021,2021,19.782,50.356,9.96
MLI,MLI2022,2022,19.171,51.654,9.90
MLI,MLI2023,2023,21.309,51.802,11.04
MLI,MLI2024,2024,23.074,52.586,12.13
MLI,MLI2025,2025,24.618,52.916,13.03
MLI,MLI2026,2026,26.178,52.717,13.80
MLI,MLI2027,2027,27.66,52.669,14.57
MLI,MLI2028,2028,29.223,52.648,15.39
MLT,MLT2000,2000,4.075,63.9,2.60
MLT,MLT2001,2001,4.089,69.746,2.85
MLT,MLT2002,2002,4.478,64.826,2.90
MLT,MLT2003,2003,5.455,68.248,3.72
MLT,MLT2004,2004,6.102,70.464,4.30
MLT,MLT2005,2005,6.415,69.902,4.48
MLT,MLT2006,2006,6.811,64.277,4.38
MLT,MLT2007,2007,7.989,61.907,4.95
MLT,MLT2008,2008,9.127,61.827,5.64
MLT,MLT2009,2009,8.721,66.341,5.79
MLT,MLT2010,2010,9.043,65.473,5.92
MLT,MLT2011,2011,9.637,70.016,6.75
MLT,MLT2012,2012,9.468,66.636,6.31
MLT,MLT2013,2013,10.551,66.442,7.01
MLT,MLT2014,2014,11.629,62.087,7.22
MLT,MLT2015,2015,11.093,56.25,6.24
MLT,MLT2016,2016,11.665,54.735,6.38
MLT,MLT2017,2017,13.48,47.798,6.44
MLT,MLT2018,2018,15.411,43.408,6.69
MLT,MLT2019,2019,15.994,40.042,6.40
MLT,MLT2020,2020,15.24,52.23,7.96
MLT,MLT2021,2021,18.099,54.038,9.78
MLT,MLT2022,2022,18.14,52.307,9.49
MLT,MLT2023,2023,20.311,54.1,10.99
MLT,MLT2024,2024,21.682,55.212,11.97
MLT,MLT2025,2025,22.961,56.051,12.87
MLT,MLT2026,2026,24.262,56.259,13.65
MLT,MLT2027,2027,25.482,55.306,14.09
MLT,MLT2028,2028,26.694,54.262,14.48
MHL,MHL2000,2000,0.115,27.339,0.03
MHL,MHL2001,2001,0.122,32.763,0.04
MHL,MHL2002,2002,0.132,37.187,0.05
MHL,MHL2003,2003,0.131,43.711,0.06
MHL,MHL2004,2004,0.133,46.791,0.06
MHL,MHL2005,2005,0.138,45.848,0.06
MHL,MHL2006,2006,0.143,44.481,0.06
MHL,MHL2007,2007,0.15,42.396,0.06
MHL,MHL2008,2008,0.146,44.255,0.06
MHL,MHL2009,2009,0.151,41.364,0.06
MHL,MHL2010,2010,0.16,39.009,0.06
MHL,MHL2011,2011,0.172,35.972,0.06
MHL,MHL2012,2012,0.18,37.64,0.07
MHL,MHL2013,2013,0.186,33.452,0.06
MHL,MHL2014,2014,0.185,35.052,0.06
MHL,MHL2015,2015,0.183,33.957,0.06
MHL,MHL2016,2016,0.201,29.349,0.06
MHL,MHL2017,2017,0.213,26.627,0.06
MHL,MHL2018,2018,0.219,24.754,0.05
MHL,MHL2019,2019,0.232,25.234,0.06
MHL,MHL2020,2020,0.241,21.779,0.05
MHL,MHL2021,2021,0.258,20.163,0.05
MHL,MHL2022,2022,0.261,19.219,0.05
MHL,MHL2023,2023,0.277,18.053,0.05
MHL,MHL2024,2024,0.293,16.917,0.05
MHL,MHL2025,2025,0.304,17.285,0.05
MHL,MHL2026,2026,0.316,18.041,0.06
MHL,MHL2027,2027,0.327,18.963,0.06
MHL,MHL2028,2028,0.338,20.257,0.07
MRT,MRT2000,2000,1.78,55.527,0.99
MRT,MRT2001,2001,1.746,63.465,1.11
MRT,MRT2002,2002,1.777,59.452,1.06
MRT,MRT2003,2003,2.051,22.936,0.47
MRT,MRT2004,2004,2.362,22.015,0.52
MRT,MRT2005,2005,2.936,71.059,2.09
MRT,MRT2006,2006,4.009,38.003,1.52
MRT,MRT2007,2007,4.328,61.5,2.66
MRT,MRT2008,2008,5.138,57.236,2.94
MRT,MRT2009,2009,4.725,48.46,2.29
MRT,MRT2010,2010,5.637,43.947,2.48
MRT,MRT2011,2011,6.782,38.839,2.63
MRT,MRT2012,2012,6.721,39.317,2.64
MRT,MRT2013,2013,7.331,40.023,2.93
MRT,MRT2014,2014,6.615,48.471,3.21
MRT,MRT2015,2015,6.182,58.747,3.63
MRT,MRT2016,2016,6.414,56.555,3.63
MRT,MRT2017,2017,6.826,54.762,3.74
MRT,MRT2018,2018,7.472,57.903,4.33
MRT,MRT2019,2019,8.065,55.67,4.49
MRT,MRT2020,2020,8.612,55.82,4.81
MRT,MRT2021,2021,9.892,51.054,5.05
MRT,MRT2022,2022,9.903,50.788,5.03
MRT,MRT2023,2023,10.357,49.542,5.13
MRT,MRT2024,2024,10.906,48.193,5.26
MRT,MRT2025,2025,11.652,47.427,5.53
MRT,MRT2026,2026,12.098,46.143,5.58
MRT,MRT2027,2027,12.565,44.607,5.60
MRT,MRT2028,2028,13.066,42.662,5.57
MUS,MUS2000,2000,4.935,56.944,2.81
MUS,MUS2001,2001,4.882,58.184,2.84
MUS,MUS2002,2002,5.123,62.955,3.23
MUS,MUS2003,2003,6.155,66.947,4.12
MUS,MUS2004,2004,6.962,59.421,4.14
MUS,MUS2005,2005,6.867,58.292,4.00
MUS,MUS2006,2006,7.123,55.307,3.94
MUS,MUS2007,2007,8.26,48.808,4.03
MUS,MUS2008,2008,10.125,48.759,4.94
MUS,MUS2009,2009,9.252,56.837,5.26
MUS,MUS2010,2010,10.138,54.392,5.51
MUS,MUS2011,2011,11.673,54.91,6.41
MUS,MUS2012,2012,11.826,54.329,6.42
MUS,MUS2013,2013,12.293,56.556,6.95
MUS,MUS2014,2014,13.074,59.193,7.74
MUS,MUS2015,2015,12.007,63.23,7.59
MUS,MUS2016,2016,12.594,63.046,7.94
MUS,MUS2017,2017,13.714,62.165,8.53
MUS,MUS2018,2018,14.736,64.044,9.44
MUS,MUS2019,2019,14.436,82.211,11.87
MUS,MUS2020,2020,11.401,94.626,10.79
MUS,MUS2021,2021,11.476,88.355,10.14
MUS,MUS2022,2022,12.898,83.094,10.72
MUS,MUS2023,2023,14.819,79.67,11.81
MUS,MUS2024,2024,16.106,78.913,12.71
MUS,MUS2025,2025,17.304,78.802,13.64
MUS,MUS2026,2026,18.148,79.519,14.43
MUS,MUS2027,2027,18.875,80.112,15.12
MUS,MUS2028,2028,19.556,80.495,15.74
MEX,MEX2000,2000,742.061,38.455,285.36
MEX,MEX2001,2001,796.055,37.315,297.05
MEX,MEX2002,2002,810.666,39.866,323.18
MEX,MEX2003,2003,765.55,42.133,322.55
MEX,MEX2004,2004,819.459,38.906,318.82
MEX,MEX2005,2005,917.572,36.841,338.04
MEX,MEX2006,2006,1020.265,35.777,365.02
MEX,MEX2007,2007,1102.356,35.529,391.66
MEX,MEX2008,2008,1161.553,40.605,471.65
MEX,MEX2009,2009,943.437,41.667,393.10
MEX,MEX2010,2010,1105.424,40.155,443.88
MEX,MEX2011,2011,1229.014,41.167,505.95
MEX,MEX2012,2012,1255.11,40.815,512.27
MEX,MEX2013,2013,1327.436,44.066,584.95
MEX,MEX2014,2014,1364.508,47.093,642.59
MEX,MEX2015,2015,1213.294,50.973,618.45
MEX,MEX2016,2016,1112.233,55.003,611.76
MEX,MEX2017,2017,1190.721,52.521,625.38
MEX,MEX2018,2018,1256.3,52.202,655.81
MEX,MEX2019,2019,1305.212,51.858,676.86
MEX,MEX2020,2020,1120.741,58.51,655.75
MEX,MEX2021,2021,1312.557,56.917,747.07
MEX,MEX2022,2022,1465.854,54.073,792.63
MEX,MEX2023,2023,1811.468,52.671,954.12
MEX,MEX2024,2024,1994.148,54.748,1091.76
MEX,MEX2025,2025,2081.181,55.138,1147.52
MEX,MEX2026,2026,2171.296,55.509,1205.26
MEX,MEX2027,2027,2260.06,55.941,1264.30
MEX,MEX2028,2028,2356.753,56.273,1326.22
FSM,FSM2000,2000,0.233,27.1,0.06
FSM,FSM2001,2001,0.241,23.714,0.06
FSM,FSM2002,2002,0.242,24.069,0.06
FSM,FSM2003,2003,0.245,24.677,0.06
FSM,FSM2004,2004,0.24,25.329,0.06
FSM,FSM2005,2005,0.25,24.684,0.06
FSM,FSM2006,2006,0.254,25.005,0.06
FSM,FSM2007,2007,0.257,25.651,0.07
FSM,FSM2008,2008,0.263,28.936,0.08
FSM,FSM2009,2009,0.28,30.748,0.09
FSM,FSM2010,2010,0.297,28.84,0.09
FSM,FSM2011,2011,0.311,28.33,0.09
FSM,FSM2012,2012,0.327,27.009,0.09
FSM,FSM2013,2013,0.317,27.638,0.09
FSM,FSM2014,2014,0.319,28.101,0.09
FSM,FSM2015,2015,0.316,25.629,0.08
FSM,FSM2016,2016,0.332,24.191,0.08
FSM,FSM2017,2017,0.367,21.923,0.08
FSM,FSM2018,2018,0.402,19.556,0.08
FSM,FSM2019,2019,0.416,17.775,0.07
FSM,FSM2020,2020,0.408,18.457,0.08
FSM,FSM2021,2021,0.406,15.488,0.06
FSM,FSM2022,2022,0.424,14.005,0.06
FSM,FSM2023,2023,0.458,12.55,0.06
FSM,FSM2024,2024,0.492,15.938,0.08
FSM,FSM2025,2025,0.516,19.706,0.10
FSM,FSM2026,2026,0.535,23.957,0.13
FSM,FSM2027,2027,0.552,28.328,0.16
FSM,FSM2028,2028,0.566,32.809,0.19
MDA,MDA2000,2000,1.315,89.104,1.17
MDA,MDA2001,2001,1.481,85.38,1.26
MDA,MDA2002,2002,1.662,80.342,1.34
MDA,MDA2003,2003,1.981,68.059,1.35
MDA,MDA2004,2004,2.598,49.335,1.28
MDA,MDA2005,2005,2.988,40.421,1.21
MDA,MDA2006,2006,3.408,34.984,1.19
MDA,MDA2007,2007,4.401,28.276,1.24
MDA,MDA2008,2008,6.055,22.195,1.34
MDA,MDA2009,2009,5.438,32.61,1.77
MDA,MDA2010,2010,6.977,25.475,1.78
